,link
1450,https://tv.aftonbladet.se/video/102488
1451,https://www.aftonbladet.se/nojesbladet/a/MgmEwR/beskedet-darfor-dog-olle-ljungstrom
1452,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/VRay3d/15-aring-haktas-for-mord-i-molndal
1453,https://www.aftonbladet.se/nyheter/a/rLeKy3/mordade-diplomat-i-sverige-blir-staty
1454,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/yvVa0a/efterlyst-terrorsvensk-kan-ha-dodats
1455,https://www.aftonbladet.se/nyheter/kolumnister/a/Mgmnpm/terrorism-ar-redan-olagligt
1456,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/e1e10O/ungdomsvard-for-mord-i-bergsjon
1457,https://www.aftonbladet.se/nyheter/kolumnister/a/vm8Ozp/varsta-filmen-som-har-visats-i-svensk-domstol
1458,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/gPRWz5/man-dod-efter-misshandel
1459,https://www.aftonbladet.se/nyheter/kolumnister/a/ngOR1B/jag-forutspar-2017-blir-annu-varre-an-2016
1460,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Rxav5O/fler-misstankta-terrorister
1461,https://www.aftonbladet.se/nyheter/a/oRVoE0/kanske-inte-ar-sa-enkelt-som-aklagaren-beskriver-det
1462,https://www.aftonbladet.se/lokala-nyheter/4bWOe@ablokal
1463,https://www.aftonbladet.se/nyheter/krim/a/wE4KOP/pojkarna-friades-for-mord--nu-overklagas-beslutet
1464,https://www.aftonbladet.se/nyheter/a/XwaKeW/man-knivhuggen-i-ryggen
1465,https://www.aftonbladet.se/nyheter/krim/a/OnmPjk/polisen-bekraftar-den-dode-mannen-ar-torpagaren
1466,https://www.aftonbladet.se/nyheter/krim/a/G15o5l/miljardar-atalas--misstanks-ha-bestallt-mordet-pa-hustrun-veronica-3
1467,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/4dxPL6/terrordomd-overklagar-livstidsdom
1468,https://www.aftonbladet.se/lokala-nyheter/3fbc9ee1-1b37-4da7-8b86-2abbabfef65f@ablokal
1469,https://www.aftonbladet.se/nyheter/krim/a/A2X2P5/tre-atalas-efter-mordet-pa-anton
1470,https://www.aftonbladet.se/nyheter/krim/a/e1e8RQ/fyra-misstanks-ha-mordats-under-ett-dygn
1471,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/oRVqAa/mordfilmer-avgorande-for-terrordomen
1472,https://www.aftonbladet.se/nyheter/krim/a/Mgmn7R/anhallen-for-18-ar-gammalt-mord
1473,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/9mx58l/misstankta-terrormedhjalpare-haktas
1474,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/oRV0Vg/javsrisk-flyttar-rattegang
1475,https://tv.aftonbladet.se/video/100042
1476,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/G1elmx/misstankt-for-mord-pa-hvb-hem-vuxen
1477,https://www.aftonbladet.se/nyheter/a/Eomkj5/fallen-som-gw-vill-losa
1478,https://www.aftonbladet.se/nyheter/a/3jxAqq/kan-domas-till-livstid-for-mord-och-terror
1479,https://www.aftonbladet.se/nyheter/a/a28QvA/misstankt-mord-i-goteborg--man-i-50-arsaldern-gripen
1480,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/1kxgaG/polisjakt-efter-domd-for-trippelmord
1481,https://www.aftonbladet.se/nyheter/krim/a/0Eg6G0/stort-sakerhetspadrag-vid-terrorrattegang
1482,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/A2JO15/advokat-starka-bilder-paverkade-dom
1483,https://www.aftonbladet.se/nyheter/a/P3aW56/mordade-sin-gravida-exflickvan--doms-till-livstid
1484,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/RxExz8/atal-for-sisjon-mord
1485,https://www.aftonbladet.se/nyheter/a/jPrWOL/goteborgare-doms-till-livstid-for-terrorbrott
1486,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/qnVz4z/mordanklagad-haktad-och-medger-drap
1487,https://www.aftonbladet.se/nyheter/krim/a/7lxXO8/15-aringen-haktas-for-mordet-pa-alexandra
1488,https://www.aftonbladet.se/nyheter/krim/a/XwE5Eg/pojkar-frias-for-mordet-pa-65-aring
1489,https://www.aftonbladet.se/nyheter/kolumnister/a/zLVpKr/domen-skickar-en-viktig-signal
1490,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/9mxj2E/15-aringen-forsokte-morda-igen
1491,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/e162oK/15-aringen-forsokte-morda-igen
1492,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/8wxdEx/misstankt-mord-var-olyckshandelse
1493,https://www.aftonbladet.se/nyheter/a/7lxb0W/mystisk-skrift-kopplar-samman-morden
1494,https://www.aftonbladet.se/nyheter/a/A2Jjv3/ytterligare-tre-misstankta-terrorister
1495,https://www.aftonbladet.se/nyheter/a/l1rm17/trio-misstanks-for-mord-pa-anton-27
1496,https://www.aftonbladet.se/nyheter/a/5Vo7x6/misstanks-for-terrorbrott--sista-dagen-i-ratten
1497,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/wEV7bG/offer-har-vaknat-efter-onsaladadet
1498,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/5Vo9yK/jav-flyttar-terroristforhandling
1499,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/ddre2z/forsvunnen-21-aring-hittad-dod
1500,https://www.aftonbladet.se/nyheter/krim/a/VRaA0W/besinningslost-vald-som-har-utovats
1501,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/WLxjxr/kraftig-okning-av-mord-i-sverige
1502,https://tv.aftonbladet.se/video/96133
1503,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Xwa7B7/atal-mot-terrormisstankta-i-goteborg
1504,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/wEVok1/polis-utreder-misstankt-mordforsok
1505,https://www.aftonbladet.se/nyheter/a/Kva9l4/polisen-misstanker-mord-efter-bilbomb
1506,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/xRVz6G/tva-anklagas-for-mord-pa-27-aring
1507,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/EoK8Bj/skott-mot-bostad-i-goteborg
1508,https://www.aftonbladet.se/nyheter/a/kaeGMv/hoppas-han-sitter-dar-tills-han-ruttnar
1509,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/0Eg6oo/mordfilmen-fanns-i-mobil
1510,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/MgarnR/nytt-gripande-efter-krogskjutning
1511,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/BJzXme/man-skots-till-dods-i-goteborg
1512,https://www.aftonbladet.se/nyheter/a/l1rxek/terroristatalad-brot-ihop-under-forhoret
1513,https://www.aftonbladet.se/nyheter/a/yvGmaa/man-skjuten-med-flera-skott-i-centrala-goteborg
1514,https://www.aftonbladet.se/nyheter/a/3jxl9q/knivbrak-pa-boende--ung-kvinna-dod
1515,https://www.aftonbladet.se/nyheter/a/G154K6/bror-haktas-i-trippelmordet
1516,https://www.aftonbladet.se/nyheter/krim/a/J1LeBJ/just-nu-tva-atalas-for-terrorbrott-i-syrien
1517,https://www.aftonbladet.se/nyheter/a/6nVaA3/dod-kvinna-hittad-i-vattnet
1518,https://www.aftonbladet.se/nyheter/krim/a/8wxo4w/20-aring-haktas-for-restaurangmord-i-goteborg
1519,https://www.aftonbladet.se/nyheter/krim/a/e16n2a/terrormisstankta-mannen-hors-i-ratten
1520,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/6nVgG8/ny-misstankt-for-dubbelmord-pa-krog
1521,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/7lxMJV/begars-haktad-for-12-ar-gamla-mord
1522,https://www.aftonbladet.se/nyheter/krim/a/yvVqXJ/larmet-dodligt-vald-mellan-gangen-okar
1523,https://www.aftonbladet.se/nyheter/krim/a/a2q24d/16-aring-domd-for-transvestitmord
1524,https://www.aftonbladet.se/lokala-nyheter/1e9c22f1-e680-4261-8375-cab3ad247933@ablokal
1525,https://www.aftonbladet.se/nyheter/a/J13W5X/man-invalidskots--fyra-unga-gripna
1526,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/vmVv9V/anholls-for-bomb-da-fyra-dog
1527,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Qla4qR/mordfilmer-visades-i-ratten
1528,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/qnVBdz/frias-efter-dodande-hugg
1529,https://www.aftonbladet.se/nyheter/krim/a/RxagBx/16-arig-pojke-atalas-for-mord
1530,https://www.aftonbladet.se/nyheter/a/jPgaQo/mc-krigets-pris-12-doda--96-skadade
1531,https://www.aftonbladet.se/nyheter/krim/a/1kxmVe/tre-misstankta-tros-vara-doda--haktades-i-dag
1532,https://www.aftonbladet.se/nyheter/krim/a/OnaVr3/akte-pa-semester-efter-terrormorden
1533,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/8wx43E/tio-doms-i-brutalt-knarknatverk
1534,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/7lxAxv/man-gripen-for-mordforsok
1535,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/l1rPwG/misstankta-terrorister-doms
1536,https://www.aftonbladet.se/nyheter/a/l1ryv7/kroppsdel-i-larjean-identifierad
1537,https://www.aftonbladet.se/nyheter/a/wEVjpM/polisen-man-skjuten-i-huvudet
1538,https://www.aftonbladet.se/nyheter/krim/a/m6Vllq/tva-man-atalas-for-terrorbrott
1539,https://www.aftonbladet.se/nyheter/a/BJmV8l/terrorexpert-jag-ar-inte-speciellt-forvanad
1540,https://www.aftonbladet.se/nyheter/a/ngVzx5/sveriges-varsta-serieforbrytare
1541,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/0EgOP6/fjarde-man-haktad-for-restaurangdad
1542,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/0Eg6Og/misstankt-for-mord-efter-falldod
1543,https://www.aftonbladet.se/nyheter/a/ddr8LB/tonaring-knivskuren--en-gripen-for-mordforsok
1544,https://www.aftonbladet.se/nyheter/a/Onaxpl/misstankta-onsalamordaren-vill-byta-forsvarare
1545,https://www.aftonbladet.se/nyheter/kolumnister/a/qnV4qw/sverige-ar-inte-slappt-mot-terrorister
1546,https://www.aftonbladet.se/nyheter/a/gPrgj0/offer-har-vaknat-efter-onsaladadet
1547,https://www.aftonbladet.se/ledare/a/BJzQQw/sverige-drar-en-grans-for-terror
1548,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/4dxvdG/rattegangen-om-trippelmordet-igang
1549,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/RxaQw2/fanns-en-hotbild-mot-mordad-kvinna
1550,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/A2Jk2r/nya-turer-kring-tolv-ar-gamla-mord
1551,https://www.aftonbladet.se/nyheter/a/e16jpy/tre-personer-knivskurna-pa-vardinrattning
1552,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/wEVm1M/knivhuggen-man-i-goteborg-utskriven
1553,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/vmV1Bm/explosion-nar-kvinna-var-hemma
1554,https://www.aftonbladet.se/sportbladet/hockey/a/P3Eyr5/mot-shl-playoff--efter-stora-tabben
1555,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/vmVJR4/tva-atalas-for-terrorbrott-i-syrien
1556,https://www.aftonbladet.se/senastenytt/ttnyheter/utrikes/a/EomKGK/massmordaren-kand-av-fbi
1557,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/QlaXQR/kvarlevor-hittade-i-goteborgsa
1558,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/p6VEaG/tre-haktade-efter-mord-pa-27-aring
1559,https://www.aftonbladet.se/nyheter/krim/a/P3amxe/misstankt-vargarda-mordare-haktad
1560,https://www.aftonbladet.se/nyheter/a/J1LARJ/har-ar-polisens-teori-om-dodsskjutningen
1561,https://tv.aftonbladet.se/video/88437
1562,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/WLa8yQ/misstankta-for-dubbelmord-omhaktade
1563,https://www.aftonbladet.se/nyheter/a/L0aEWJ/polisens-teori-skots-med-tva-olika-vapen
1564,https://www.aftonbladet.se/nyheter/a/a2a0LE/aklagaren-kraver-livstid-for-trippelmord
1565,https://www.aftonbladet.se/nyheter/a/ddr9bO/sju-har-skjutits-till-dods--bara-i-ar
1566,https://www.aftonbladet.se/nyheter/a/7lxAb4/polisen-kan-soka-efter-liknande-fall-utomlands
1567,https://www.aftonbladet.se/nyheter/a/jPrEwA/tva-begars-haktade-for-mord-vid-skola
1568,https://www.aftonbladet.se/nyheter/a/XwE6Gm/aftonbladet-dubbelt-nominerade-till-guldspaden
1569,https://www.aftonbladet.se/nyheter/a/L0aePQ/malin-16-hittades-bakom-en-gravsten
1570,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/6nVQAW/advokat-far-betalt-for-mediekontakt
1571,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/0EgqGJ/fjarde-man-misstankt-for-krogmord
1572,https://www.aftonbladet.se/nyheter/krim/a/J88K4/ali-q-manga-svenska-flickor-vill-ha-en-small-av-mig
1573,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/KvaK3X/anklagas-for-mord-efter-bortforande
1574,https://www.aftonbladet.se/nyheter/a/7lxaew/39-aringen-haktad-for-mordet
1575,https://www.aftonbladet.se/nyheter/a/zLVVzr/tva-anhallna-for-knivmord-i-goteborg
1576,https://www.aftonbladet.se/lokala-nyheter/19498447-7c05-43ec-9fa2-8eb7488ccb82@ablokal
1577,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/OnaJ4O/bakgrund-valdsbrott-med-rasistiska-fortecken
1578,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/0Eg6EM/yrkar-pa-livstid-for-terrorbrott
1579,https://tv.aftonbladet.se/video/86321
1580,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/MgamVR/man-hittad-skjuten-i-angered
1581,https://www.aftonbladet.se/nyheter/a/gPren5/stokigt-pa-sjumilaskolan-efter-dodskjutningen
1582,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/yvVolJ/mordades-vid-villamiddagen
1583,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/6nVyvz/man-knivhuggen-i-kortedala
1584,https://www.aftonbladet.se/nyheter/a/Xwa4kE/tre-man-begars-haktade-for-terrorbrott
1585,https://www.aftonbladet.se/nyheter/a/1kxdrq/anton-27-hittad-vid-sisjon-i-goteborg
1586,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/J1LL8b/kvinna-och-man-misstanks-for-mord
1587,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/L0akKQ/doms-for-tre-handgranater-i-vaskan
1588,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/21beP4/bomb-dodade-fyra-var-mord
1589,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/3jxKyX/atalad-for-trippelmord-slapptes
1590,https://www.aftonbladet.se/nyheter/a/4dxJvg/ung-man-dod-efter-trafikolycka-i-natt
1591,https://www.aftonbladet.se/nyheter/a/21bjrG/misstankt-mordforsok-i-goteborg
1592,https://www.aftonbladet.se/nyheter/a/9mx7Jw/ministern-om-terrordomen-gladjande
1593,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/6nV12e/oroligt-vid-rattegang-om-trippelmord
1594,https://www.aftonbladet.se/nyheter/a/3jxPOv/tva-man-gripna--misstanks-for-terroristmord
1595,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/m6Vjyv/fruktar-hamnd-efter-dodsskjutning
1596,https://www.aftonbladet.se/nyheter/a/ngVE0B/forbattrat-halsolage-for-skadad-kvinna-efter-onsaladadet
1597,https://www.aftonbladet.se/nyheter/a/e1e7b4/visselblasarna-som-fick-varlden-att-lyssna
1598,https://www.aftonbladet.se/nyheter/a/e16eVO/man-knivhuggen-i-goteborg
1599,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/xRV64l/ygeman-om-domen-behovs-lagskarpning
1600,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/BJzkRe/atta-ar-blev-14-for-mord
1601,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/xRVMXp/bevis-binder-pojkar-till-mordplats
1602,https://www.aftonbladet.se/nyheter/krim/a/Mgazko/gomde-kroppen--efter-tortyren
1603,https://www.aftonbladet.se/nyheter/krim/a/7lyjAv/efter-34-ar-i-fangelse--nu-ar-leif-axmyr-fri
1604,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Onae3l/snattare-svart-misshandlad
1605,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/1kxq0K/trio-haktad-for-dubbelmord
1606,https://www.aftonbladet.se/nyheter/a/gPrLdB/man-hittad-dod-i-lagenhet
1607,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/yvV9Jg/fem-ar-for-mordplaner-i-gangkonflikt
1608,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/l1rvQ9/tva-haktas-misstankta-for-dubbelmord
1609,https://www.aftonbladet.se/nyheter/krim/a/e16pOy/nya-uppgifter-han-gick-hem-och-hamtade-yxan
1610,https://www.aftonbladet.se/nyheter/a/e16514/tre-begars-haktade-for-mord
1611,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/m6Veeg/tonaringar-haktade-for-bergsjomord
1612,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/7lxp6B/gangkriminella-tidigt-identifierade
1613,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/qnV73g/hamnd-tros-ha-utlost-trippelmordet
1614,https://www.aftonbladet.se/nyheter/kolumnister/a/5Vo5Mm/darfor-behovs-svenska-hjaltar
1615,https://www.aftonbladet.se/nyheter/a/p6V3a1/gw-inte-sjalvklart-det-var-hans-debut
1616,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/0Eg2Ro/polis-skot-knivman-pa-psykmottagning
1617,https://www.aftonbladet.se/nyheter/a/Onmk4O/aftonbladets-anders-johansson-vann-guldspaden
1618,https://www.aftonbladet.se/nyheter/kolumnister/a/EoKLp2/mer-tycks-inte-behovas-for-att-skjuta-ihjal-tre
1619,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Qlamn4/man-knivskuren-i-kungalv
1620,https://www.aftonbladet.se/nyheter/a/OnaW9w/atalas-for-planerad-mordhamnd
1621,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/MgaP7o/man-knivskars-i-brost-och-huvud
1622,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/jPrwwe/aklagare-forvanad-over-frislappande
1623,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/ngVoQQ/30-aringen-ville-hjalpa-syrierna
1624,https://www.aftonbladet.se/nyheter/a/yvVzME/tre-misstankta-for-restaurangmorden-i-goteborg
1625,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/jPrvyq/tre-misstankta-for-tva-hisingenmord
1626,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Ona6Wk/man-svart-knivskuren-i-halsen
1627,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/oRV9bg/atalas-for-planerad-mordhamnd
1628,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/9mxq65/pojkar-erkanner-besok-pa-mordplats
1629,https://www.aftonbladet.se/nyheter/a/oRVwgB/det-ar-inte-beirut-eller-damaskus
1630,https://www.aftonbladet.se/nojesbladet/a/QlaBjW/jaha-nu-ska-jag-ga-ivag-och-leka-film
1631,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/gPrweB/atta-ars-fangelse-for-drap-i-julas
1632,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/OnazKw/32-aringen-haktad-for-terrorbrott
1633,https://www.aftonbladet.se/nyheter/a/Onaddw/svenska-jihadister-hyllar-terrordaden
1634,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/6nVOE3/man-gripen-i-spanien-i-vilks-fallet
1635,https://www.aftonbladet.se/nyheter/a/Kvaxbo/har-sett-mig-som-en-underdog--fram-tills-nu
1636,https://tv.aftonbladet.se/video/74240
1637,https://www.aftonbladet.se/senastenytt/ttnyheter/utrikes/a/WLapyd/chavismen-forlorade-i-venezuela
1638,https://www.aftonbladet.se/nyheter/a/1kxyPQ/man-hittad-skottskadad-i-goteborg
1639,https://www.aftonbladet.se/nyheter/a/yvGgaR/sex-och-satanism-lockade-stjarnorna
1640,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/9m8gGd/tva-gripna-for-mord-i-goteborg
1641,https://www.aftonbladet.se/nyheter/a/KvaPzX/misstankt-mordad-man-identifierad
1642,https://www.aftonbladet.se/nyheter/a/gPr3zJ/misstankt-seriemordare-gripen-for-mord-pa-saltholmen
1643,https://tv.aftonbladet.se/video/77705
1644,https://www.aftonbladet.se/nyheter/a/4dx06E/haktas-for-att-ha-kidnappat-av-anton-27
1645,https://www.aftonbladet.se/nyheter/a/6n5rJO/de-har-kopplingar-till-morden
1646,https://www.aftonbladet.se/nyheter/kolumnister/a/KvaQqo/det-ni-kraver-ar-barbariskt
1647,https://www.aftonbladet.se/nyheter/a/RxaMaA/blev-utskriven-fran-sjukhus-nagra-dagar-fore-mordet
1648,https://www.aftonbladet.se/nyheter/a/J1LmEm/chavismen-forlorade-i-venezuela
1649,https://www.aftonbladet.se/nyheter/krim/a/xRVoxj/idas-misstankte-mordare-hade-valdtaktsporr-i-datorn
1650,https://www.aftonbladet.se/nyheter/a/rLVaKR/man-dod-efter-valdsdad--tva-personer-skadade
1651,https://www.aftonbladet.se/sportbladet/fotboll/a/VRavdW/blagults-okanda-skandaler-sprang-runt-full-pa-planen
1652,https://www.aftonbladet.se/nyheter/a/Mga3JE/ytterligare-tva-unga-haktade-i-mordarende
1653,https://www.aftonbladet.se/sportbladet/fotboll/a/xRVezG/mordhotad--efter-straffraddningen
1654,https://www.aftonbladet.se/ledare/a/3jxopq/vansinnesdad-satter-skrack
1655,https://www.aftonbladet.se/nyheter/a/wEVP05/en-upptrappning-av-gangsterkriget
1656,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/BJzrbE/misstankt-for-goteborgsmord-gripen
1657,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/bKjQ3q/svenskar-gripna-for-terrormord
1658,https://www.aftonbladet.se/nyheter/kolumnister/a/21bG5a/goteborg-ar-inte-farligast
1659,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/MgaRME/tva-haktade-for-mordet-pa-hisingen
1660,https://www.aftonbladet.se/nyheter/a/ngBgJx/sapo-har-blivit-oppnare
1661,https://www.aftonbladet.se/nyheter/a/3jxJed/haktas-for-medhjalp-till-goteborgsmord
1662,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/wEVdPL/livshotande-skador-efter-storbrak
1663,https://www.aftonbladet.se/nyheter/a/jPrdMw/ny-dodsskjutning-i-goteborg
1664,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/WLa8E2/fler-kan-misstankas-for-terrorbrott
1665,https://www.aftonbladet.se/nojesbladet/a/7lyj59/tommy-korberg-inbillade-mig-att-jag-blev-kul-pa-alkohol
1666,https://www.aftonbladet.se/nyheter/a/VRagQ6/saftig-hotellnota-for-polisens-specialinsats-i-goteborg
1667,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/1kx5oe/svart-skadad-av-skott-fran-moped
1668,https://www.aftonbladet.se/nyheter/a/0EgnX0/man-skjuten-till-dods-i-goteborg
1669,https://www.aftonbladet.se/debatt/a/wEV2Jn/erkann-rasismen--och-bekampa-den
1670,https://www.aftonbladet.se/nyheter/a/L0azwJ/uppgifter-hogg-sig-in-i-huset-med-en-yxa
1671,https://www.aftonbladet.se/nyheter/a/J1LJqj/42-aringen-om-mordet-pa-vannen
1672,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/3jxJre/ingen-gripen-for-angeredsmord
1673,https://www.aftonbladet.se/nyheter/samhalle/a/kaB3Jk/har-ar-storsta-skandalerna-inom-sd
1674,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/5VoyKE/rattspsykiatrin-har-tragiskt-facit
1675,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/qn3zv1/doms-for-dodande-knivstick
1676,https://www.aftonbladet.se/nyheter/a/OnapeE/annu-en-misstankt-for-goteborgsmord
1677,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Xwagmx/dodsskott-kan-ha-koppling-till-gang
1678,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/yvV1Or/miste-lagenhet-efter-polisrazzia
1679,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/vm9EzB/man-knivstucken-i-mordforsok
1680,https://www.aftonbladet.se/nojesbladet/a/p6VrkV/lakare-bb-king-blev-inte-forgiftad
1681,https://www.aftonbladet.se/nyheter/a/m6vXLp/miljardar-misstanks-for-annu-ett-mord
1682,https://www.aftonbladet.se/nyheter/a/G16z24/minst-tva-doda-efter-skjutning-pa-hisingen
1683,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/zL9WP4/ett-urskillningslost-skjutande
1684,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/G151om/svenska-elever-praktiserar-pa-utya
1685,https://www.aftonbladet.se/nyheter/kolumnister/a/bKjOw5/det-stinker-inte-rattsrota
1686,https://www.aftonbladet.se/nyheter/a/wE48eL/mammorna-basta-antiterrorgruppen
1687,https://www.aftonbladet.se/nyheter/a/4dr6ya/grovt-kriminella-anhallna-i-goteborg
1688,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/7ljreW/fyra-ars-slutenvard-for-brodermord
1689,https://www.aftonbladet.se/nojesbladet/musik/a/kaBwla/bb-kings-dottrar-var-far-mordades
1690,https://www.aftonbladet.se/nyheter/krim/a/Rxa6B5/ny-pusselbit-i-lisa-holm-mordet
1691,https://www.aftonbladet.se/nyheter/a/4dxd69/mordserierna-ger-nytt-blod-till-journalistiken
1692,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/21oWK4/kvinna-gripen-for-mordforsok
1693,https://www.aftonbladet.se/nojesbladet/tv/a/Xwae0E/sa-blir-filip--fredriks-nya-program-i-kanal-5
1694,https://www.aftonbladet.se/nyheter/a/xR9x8V/vi-behover-forandring-nu
1695,https://www.aftonbladet.se/nyheter/a/6n5p0O/expert-ar-ett-scenario-fran-20-talets-chicago
1696,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/yvVzOg/kroppen-identifierad-som-lisa-holm
1697,https://www.aftonbladet.se/nyheter/a/Ona8xk/ung-man-skots-med-flera-skott
1698,https://www.aftonbladet.se/nyheter/a/wEVG2M/fantombilder-som-skakat-om-sverige
1699,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/m6v9Qq/mordmisstankt-man-erkanner-drap
1700,https://www.aftonbladet.se/nyheter/a/xRVM6l/morden-som-kopplas-till-svarta-hyresmarknaden
